Employee Id,Education Level,Department,Job Tenure,Technical Skills,Quality_of_Work,Workload,Peer_Feedback,Code_Quality,Project_Completion_Rate,Debugging_Skills,Time_Management,Learning_Growth,Performance
860,Bachelor's,.Net,5,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,6,Excellent,68,Excellent,Good,Yes,Meets Expectations
861,PhD,DevOps,7,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,High,10,Excellent,89,Excellent,Excellent,Yes,Exceeds Expectations
862,Master's,Database,6,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,9,Excellent,80,Excellent,Excellent,Yes,Exceeds Expectations
863,Master's,Python & ML,4,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql",Excellent,Low,4,Poor,8,Poor,Poor,No,Needs Improvement
864,Bachelor's,Python & ML,9,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,7,Excellent,71,Excellent,Good,Yes,Exceeds Expectations
865,Bachelor's,DevOps,9,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,9,Good,57,Good,Good,No,Meets Expectations
866,PhD,Database,7,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,7,Excellent,90,Good,Excellent,Yes,Exceeds Expectations
867,PhD,Python & ML,8,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,Medium,7,Good,32,Good,Good,Yes,Meets Expectations
868,Master's,.Net,7,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,6,Good,61,Good,Good,Yes,Meets Expectations
869,Bachelor's,Python & ML,5,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,9,Excellent,97,Excellent,Good,Yes,Exceeds Expectations
870,PhD,Python & ML,0,"Python,ML models, DL models, TensorFlow",Poor,Medium,0,Poor,21,Poor,Poor,No,Needs Improvement
871,Master's,Frontend,1," Node JS, HTML, CSS, Bootstrap, Java Script",Poor,High,2,Poor,23,Poor,Poor,No,Needs Improvement
872,Bachelor's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Low,6,Good,81,Good,Excellent,No,Meets Expectations
873,Bachelor's,DevOps,2,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Low,2,Poor,23,Poor,Poor,No,Needs Improvement
874,Master's,.Net,1,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework",Good,Medium,8,Good,63,Good,Good,Yes,Meets Expectations
875,Master's,Python & ML,1,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql",Good,Medium,1,Poor,7,Poor,Poor,No,Needs Improvement
876,Bachelor's,Python & ML,4,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,High,10,Excellent,100,Excellent,Good,Yes,Exceeds Expectations
877,Bachelor's,Database,3,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,High,8,Excellent,92,Good,Excellent,Yes,Exceeds Expectations
878,PhD,Database,3,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,Medium,7,Good,62,Good,Good,Yes,Meets Expectations
879,Master's,DevOps,4,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Medium,3,Poor,6,Poor,Poor,No,Needs Improvement
880,Master's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,8,Good,67,Good,Good,Yes,Meets Expectations
881,Bachelor's,Mobile,1,"iOS, Android, React Native",Poor,Low,4,Poor,34,Poor,Poor,No,Needs Improvement
882,Bachelor's,.Net,5,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,8,Good,78,Good,Good,No,Meets Expectations
883,PhD,Frontend,4,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Low,5,Poor,7,Poor,Poor,No,Needs Improvement
884,Bachelor's,Frontend,7,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,9,Good,81,Excellent,Excellent,Yes,Exceeds Expectations
885,Bachelor's,Mobile,8,"iOS, Android, React Native, Flutter",Excellent,High,10,Excellent,73,Excellent,Excellent,Yes,Exceeds Expectations
886,Bachelor's,Database,3,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,Low,4,Poor,29,Poor,Poor,No,Needs Improvement
887,PhD,Mobile,3,"iOS, Android, React Native, Flutter",Good,Medium,6,Good,62,Good,Good,Yes,Meets Expectations
888,Master's,.Net,2,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework",Good,High,4,Poor,23,Poor,Poor,No,Needs Improvement
889,Bachelor's,Mobile,4,"iOS, Android, React Native, Flutter",Excellent,Low,10,Excellent,89,Excellent,Excellent,Yes,Exceeds Expectations
890,Master's,DevOps,9,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Medium,9,Excellent,75,Excellent,Good,Yes,Exceeds Expectations
891,Master's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Medium,4,Good,78,Good,Excellent,No,Meets Expectations
892,Master's,Python & ML,4,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,Low,5,Excellent,69,Excellent,Good,Yes,Meets Expectations
893,Bachelor's,.Net,6,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,High,9,Excellent,70,Excellent,Good,Yes,Exceeds Expectations
894,Bachelor's,.Net,8,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,10,Excellent,80,Good,Excellent,Yes,Exceeds Expectations
895,PhD,Mobile,10,"iOS, Android, React Native, Flutter",Excellent,Medium,9,Excellent,73,Excellent,Good,Yes,Exceeds Expectations
896,Bachelor's,.Net,5,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,High,3,Poor,13,Poor,Poor,No,Needs Improvement
897,Master's,Mobile,4,"iOS, Android, React Native, Flutter",Excellent,High,7,Good,63,Good,Good,Yes,Meets Expectations
898,PhD,DevOps,3,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,6,Good,63,Good,Good,No,Meets Expectations
899,Bachelor's,Mobile,3,"iOS, Android, React Native, Flutter",Good,Medium,6,Good,81,Good,Good,Yes,Meets Expectations
900,Bachelor's,Database,2,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, Data Mining",Good,Low,2,Poor,26,Poor,Poor,No,Needs Improvement
901,Bachelor's,Frontend,5,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,High,10,Excellent,89,Excellent,Good,Yes,Exceeds Expectations
902,PhD,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,8,Good,50,Poor,Excellent,Yes,Meets Expectations
903,Master's,Python & ML,1,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql",Excellent,High,5,Poor,37,Poor,Poor,No,Needs Improvement
904,Master's,Database,2,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,High,5,Poor,15,Poor,Poor,No,Needs Improvement
905,Bachelor's,Mobile,2,"iOS, Android, React Native, Flutter",Excellent,Low,5,Poor,25,Poor,Poor,No,Needs Improvement
906,PhD,Python & ML,1,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql",Excellent,Low,9,Good,39,Poor,Excellent,Yes,Meets Expectations
907,Master's,Mobile,2,"iOS, Android, React Native",Excellent,Medium,8,Excellent,97,Excellent,Good,Yes,Exceeds Expectations
908,PhD,DevOps,3,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,High,4,Poor,37,Poor,Poor,No,Needs Improvement
909,Bachelor's,Database,4,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,8,Poor,78,Good,Good,No,Meets Expectations
910,Master's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,High,6,Good,79,Poor,Good,Yes,Meets Expectations
911,Master's,Python & ML,1,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Poor,Medium,3,Poor,14,Poor,Poor,No,Needs Improvement
912,PhD,.Net,1,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ",Good,Medium,7,Good,44,Good,Good,Yes,Meets Expectations
913,Bachelor's,.Net,3,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,Medium,8,Good,33,Good,Good,Yes,Meets Expectations
914,Bachelor's,Python & ML,2,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django",Poor,Medium,0,Poor,30,Poor,Poor,No,Needs Improvement
915,Master's,Mobile,2,"iOS, Android, React Native",Excellent,High,9,Excellent,96,Good,Excellent,Yes,Exceeds Expectations
916,Bachelor's,.Net,6,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,Medium,7,Excellent,90,Excellent,Good,Yes,Exceeds Expectations
917,Master's,Frontend,4,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,5,Good,76,Excellent,Good,No,Meets Expectations
918,PhD,.Net,6,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Medium,9,Excellent,95,Excellent,Good,Yes,Exceeds Expectations
919,Bachelor's,DevOps,7,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,High,9,Excellent,89,Good,Excellent,Yes,Exceeds Expectations
920,PhD,Database,4,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,High,5,Good,70,Good,Excellent,Yes,Meets Expectations
921,Bachelor's,DevOps,10,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Medium,10,Excellent,70,Excellent,Excellent,Yes,Exceeds Expectations
922,PhD,Database,6,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,5,Excellent,50,Excellent,Good,Yes,Meets Expectations
923,PhD,Mobile,9,"iOS, Android, React Native, Flutter",Good,High,8,Excellent,90,Excellent,Good,Yes,Exceeds Expectations
924,Bachelor's,.Net,6,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Low,9,Good,67,Good,Good,No,Meets Expectations
925,Master's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,2,Poor,8,Poor,Poor,No,Needs Improvement
926,Bachelor's,.Net,5,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,Medium,8,Excellent,94,Excellent,Good,Yes,Exceeds Expectations
927,Bachelor's,Frontend,1,"Angular JS, HTML, CSS, Bootstrap, Java Script",Good,Low,0,Poor,36,Poor,Poor,No,Needs Improvement
928,Bachelor's,Python & ML,6,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,Medium,4,Good,59,Good,Good,Yes,Meets Expectations
929,Master's,Mobile,7,"iOS, Android, React Native, Flutter",Good,High,9,Excellent,79,Excellent,Good,Yes,Exceeds Expectations
930,Bachelor's,DevOps,5,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Medium,9,Excellent,71,Good,Excellent,Yes,Exceeds Expectations
931,Bachelor's,DevOps,2,"Jenkins, Git, Ansible,Automation, Cloud management",Good,Low,3,Poor,11,Poor,Poor,No,Needs Improvement
932,Bachelor's,Frontend,1," Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,High,6,Good,40,Good,Good,Yes,Meets Expectations
933,PhD,Mobile,9,"iOS, Android, React Native, Flutter",Good,Medium,7,Good,85,Good,Good,Yes,Meets Expectations
934,Master's,Database,8,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,Medium,8,Excellent,78,Excellent,Excellent,Yes,Exceeds Expectations
935,Bachelor's,Python & ML,6,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,High,7,Good,58,Good,Good,Yes,Meets Expectations
936,Master's,Frontend,3,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,Low,1,Poor,24,Poor,Poor,No,Needs Improvement
937,PhD,Mobile,10,"iOS, Android, React Native, Flutter",Good,Medium,6,Excellent,54,Excellent,Excellent,Yes,Meets Expectations
938,PhD,Mobile,7,"iOS, Android, React Native, Flutter",Good,High,10,Excellent,97,Excellent,Good,Yes,Exceeds Expectations
939,Bachelor's,Mobile,4,"iOS, Android, React Native",Good,Medium,3,Poor,32,Poor,Poor,No,Needs Improvement
940,Master's,Frontend,4,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Low,6,Good,62,Good,Excellent,Yes,Meets Expectations
941,Master's,Database,1,"SSRS, MSSQL, MySQL, Oracle, MongoDB, BigData, SSIS, Data Warehouse, Data Mining",Good,Low,1,Poor,32,Poor,Poor,No,Needs Improvement
942,PhD,Frontend,7,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Low,8,Excellent,91,Excellent,Excellent,Yes,Exceeds Expectations
943,Master's,Frontend,3,"Angular JS, HTML, CSS, Bootstrap, Java Script",Good,High,5,Excellent,46,Excellent,Good,Yes,Meets Expectations
944,Bachelor's,Python & ML,4,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Poor,Medium,0,Poor,15,Poor,Poor,No,Needs Improvement
945,Bachelor's,Database,4,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS",Good,Low,4,Poor,35,Poor,Poor,No,Needs Improvement
946,Bachelor's,Frontend,2,"Node JS, HTML, CSS, Bootstrap, Java Script",Good,Low,7,Excellent,83,Excellent,Excellent,Yes,Exceeds Expectations
947,Master's,DevOps,8,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Medium,8,Excellent,93,Excellent,Good,Yes,Exceeds Expectations
948,PhD,Mobile,0,"iOS, Android, Flutter",Good,Low,3,Poor,17,Poor,Poor,No,Needs Improvement
949,Bachelor's,Database,9,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,8,Good,67,Good,Excellent,Yes,Meets Expectations
950,PhD,Database,7,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,Medium,6,Good,89,Good,Good,Yes,Meets Expectations
951,Master's,.Net,5,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ",Good,High,3,Poor,34,Poor,Poor,No,Needs Improvement
952,Master's,Mobile,4,"iOS, Android, React Native, Flutter",Good,Low,2,Poor,30,Poor,Poor,No,Needs Improvement
953,Bachelor's,Database,3,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Poor,Medium,4,Poor,11,Poor,Poor,No,Needs Improvement
954,Bachelor's,Python & ML,8,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,8,Good,73,Good,Good,Yes,Meets Expectations
955,Bachelor's,DevOps,7,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Medium,9,Excellent,80,Excellent,Excellent,Yes,Exceeds Expectations
956,PhD,DevOps,7,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,8,Good,65,Good,Good,Yes,Meets Expectations
957,PhD,Mobile,1,"iOS, Android, React Native, Flutter",Poor,Low,1,Poor,23,Poor,Poor,No,Needs Improvement
958,Master's,DevOps,4,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Low,0,Poor,31,Poor,Poor,No,Needs Improvement
959,PhD,DevOps,7,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Medium,4,Good,80,Good,Excellent,Yes,Meets Expectations
960,Bachelor's,DevOps,8,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Medium,8,Excellent,83,Excellent,Excellent,Yes,Exceeds Expectations
961,Bachelor's,DevOps,10,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,7,Good,58,Good,Excellent,Yes,Meets Expectations
962,Master's,DevOps,3,"Jenkins, Git, Ansible, Security, Automation",Poor,Medium,0,Poor,31,Poor,Poor,No,Needs Improvement
963,PhD,DevOps,2,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Poor,Low,4,Poor,30,Poor,Poor,No,Needs Improvement
964,Master's,Mobile,4,"iOS, Android, React Native, Flutter",Poor,Medium,4,Poor,23,Poor,Poor,No,Needs Improvement
965,Master's,Mobile,2,"iOS, Android, Flutter",Excellent,Low,8,Excellent,89,Excellent,Excellent,Yes,Exceeds Expectations
966,Bachelor's,Mobile,4,"iOS, Android, React Native, Flutter",Good,Low,3,Poor,29,Poor,Poor,No,Needs Improvement
967,Bachelor's,.Net,4,"C#, .Net Core Framework, ASP.Net, ADO.Net, Entity Framework, MVC",Good,High,1,Poor,23,Poor,Poor,No,Needs Improvement
968,PhD,.Net,1,"C#, .Net Core Framework, ASP.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,High,5,Poor,34,Poor,Poor,No,Needs Improvement
969,Bachelor's,Python & ML,3,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Excellent,Low,5,Good,58,Good,Good,Yes,Meets Expectations
970,Bachelor's,DevOps,3,"Jenkins, Git, Ansible, Security,Cloud management",Good,low,4,Poor,19,Poor,Poor,No,Needs Improvement
971,Bachelor's,Frontend,7,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Low,8,Excellent,80,Excellent,Excellent,Yes,Exceeds Expectations
972,Master's,Database,2,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse",Excellent,Low,2,Poor,34,Poor,Poor,No,Needs Improvement
973,Bachelor's,.Net,6,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,High,7,Excellent,96,Excellent,Good,Yes,Exceeds Expectations
974,Master's,Mobile,9,"iOS, Android, React Native, Flutter",Excellent,High,10,Good,70,Good,Excellent,Yes,Exceeds Expectations
975,Master's,Frontend,8,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Excellent,Low,7,Excellent,98,Excellent,Good,Yes,Exceeds Expectations
976,Master's,Mobile,4,"iOS, Android, React Native, Flutter",Good,Medium,8,Good,85,Good,Good,Yes,Meets Expectations
977,Bachelor's,Python & ML,1,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql",Good,Low,4,Poor,24,Good,Poor,No,Needs Improvement
978,PhD,.Net,7,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,Low,7,Good,85,Good,Excellent,Yes,Meets Expectations
979,PhD,DevOps,5,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,Medium,9,Excellent,89,Excellent,Excellent,Yes,Exceeds Expectations
980,PhD,Database,5,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,Low,9,Excellent,96,Excellent,Good,Yes,Exceeds Expectations
981,Bachelor's,.Net,5,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Good,High,10,Excellent,100,Good,Excellent,Yes,Exceeds Expectations
982,Master's,.Net,9,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,Medium,8,Good,43,Good,Good,Yes,Meets Expectations
983,Master's,Database,2,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI,Data Warehouse, Data Mining",Good,Medium,9,Good,68,Good,Excellent,Yes,Meets Expectations
984,PhD,DevOps,7,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,9,Excellent,95,Excellent,Good,Yes,Exceeds Expectations
985,Master's,.Net,4,"C#, .Net Core Framework, ASP.Net, ADO.Net, Visual Basic .Net, LinQ, Entity Framework, MVC",Excellent,Low,7,Excellent,74,Excellent,Excellent,Yes,Exceeds Expectations
986,PhD,Python & ML,9,"Python,ML models, DL models, TensorFlow, Pytorch, MSSQL, Postgresql, Django, Flask",Good,High,8,Good,77,Poor,Excellent,Yes,Meets Expectations
987,Master's,Mobile,4,"iOS, Android, React Native, Flutter",Good,High,4,Poor,22,Poor,Poor,No,Needs Improvement
988,Master's,Database,5,"SSRS, MSSQL, MySQL, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Good,Medium,4,Good,82,Good,Good,Yes,Meets Expectations
989,PhD,DevOps,6,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Medium,10,Good,81,Excellent,Excellent,Yes,Exceeds Expectations
990,PhD,Frontend,1,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Low,5,Poor,33,Poor,Poor,No,Needs Improvement
991,Bachelor's,DevOps,8,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,Low,8,Excellent,78,Excellent,Excellent,Yes,Exceeds Expectations
992,Master's,Mobile,1,"iOS, Android, React Native, Flutter",Good,Low,5,Good,45,Good,Good,Yes,Meets Expectations
993,Master's,Database,8,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI, BigData, SSIS, Data Warehouse, Data Mining",Excellent,High,8,Excellent,63,Excellent,Good,Yes,Exceeds Expectations
994,Bachelor's,DevOps,0,"Jenkins, Git, Ansible, Security, Automation",Poor,Low,4,Poor,24,Good,Poor,No,Needs Improvement
995,PhD,DevOps,8,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Excellent,High,7,Excellent,79,Excellent,Excellent,Yes,Exceeds Expectations
996,Master's,Database,2,"SSRS, MSSQL, MySQL, Oracle, MongoDB, Data Modelling, PowerBI,Data Warehouse, Data Mining",Good,Medium,6,Good,51,Good,Good,Yes,Meets Expectations
997,Master's,Mobile,4,"iOS, Android, React Native, Flutter",Good,Low,7,Good,61,Good,Excellent,Yes,Meets Expectations
998,PhD,DevOps,10,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,8,Excellent,87,Excellent,Good,Yes,Exceeds Expectations
999,Master's,Frontend,1,"Angular JS, Node JS, HTML, CSS, Bootstrap, Java Script",Good,Medium,1,Poor,22,Poor,Poor,No,Needs Improvement
1000,PhD,DevOps,3,"Jenkins, Git, Ansible, Security, Automation, Cloud management",Good,High,9,Good,78,Good,Excellent,Yes,Meets Expectations
